title,year,authors,publication_link,author_links,page_number
Profiling European citizen scientist: Evidence from Poland,2023,,https://pureportal.coventry.ac.uk/en/publications/profiling-european-citizen-scientist-evidence-from-poland,,2
Re-evaluating Turkey’s global relationships and its shift toward the South-East Asian region,2023,"Re-evaluating Turkey’s global relationships and its shift toward the South-East Asian regionRoy-Mukherjee, S. & Udeogu",https://pureportal.coventry.ac.uk/en/publications/re-evaluating-turkeys-global-relationships-and-its-shift-toward-t,,2
Repercussions of the Silicon Valley Bank collapse on global stock markets,2023,"Repercussions of the Silicon Valley Bank collapse on global stock marketsPandey, D. K., Hassan",https://pureportal.coventry.ac.uk/en/publications/repercussions-of-the-silicon-valley-bank-collapse-on-global-stock,,2
Sea surface temperature anomalies and cash holdings: Evidence from fisheries companies,2023,,https://pureportal.coventry.ac.uk/en/publications/sea-surface-temperature-anomalies-and-cash-holdings-evidence-from,,2
Strategic leadership and firm performance: The mediating role of ambidexterity in professional services small‐ and medium‐sized enterprises,2023,,https://pureportal.coventry.ac.uk/en/publications/strategic-leadership-and-firm-performance-the-mediating-role-of-a,,2
Sustainability reporting: A 4-level model for evaluating organisational transparency and accountability,2023,Sustainability reporting: A 4-level model for evaluating organisational transparency and accountabilityTiong,https://pureportal.coventry.ac.uk/en/publications/sustainability-reporting-a-4-level-model-for-evaluating-organisat,,2
The Causes and Effects of IFRS adoption Speed: Diffusion of Innovation Theory Perspective,2023,The Causes and Effects of IFRS adoption Speed: Diffusion of Innovation Theory PerspectiveElmghaamez,https://pureportal.coventry.ac.uk/en/publications/the-causes-and-effects-of-ifrs-adoption-speed-diffusion-of-innova,,2
The effect of institutions on the foreign direct investment-growth nexus: What matters most?,2023,"The effect of institutions on the foreign direct investment-growth nexus: What matters most?Li, Tanna",https://pureportal.coventry.ac.uk/en/publications/the-effect-of-institutions-on-the-foreign-direct-investment-growt,,2
The founder as the microfoundation of slack resource and firms' R&D investment,2023,The founder as the microfoundation of slack resource and firms' R&D investmentTeng,https://pureportal.coventry.ac.uk/en/publications/the-founder-as-the-microfoundation-of-slack-resource-and-firms-ra,,2
The macroeconomic implications of disease pandemics in developing countries: An application of Covid-19 in Uganda,2023,,https://pureportal.coventry.ac.uk/en/publications/the-macroeconomic-implications-of-disease-pandemics-in-developing,,2
The push for financial inclusion in Africa: Should central banks be wary of political institutional quality and literacy rates?,2023,,https://pureportal.coventry.ac.uk/en/publications/the-push-for-financial-inclusion-in-africa-should-central-banks-b,,2
The rise and fall of institutional entrepreneurship in Islamic financial reporting standardisation projects,2023,"The rise and fall of institutional entrepreneurship in Islamic financial reporting standardisation projectsAbras, A. & Al Mahameed",https://pureportal.coventry.ac.uk/en/publications/the-rise-and-fall-of-institutional-entrepreneurship-in-islamic-fi,,2
The Role of Managerial Ownership in Dividend Tunneling: Evidence from China,2023,,https://pureportal.coventry.ac.uk/en/publications/the-role-of-managerial-ownership-in-dividend-tunneling-evidence-f,,2
Time-Series Predictability for Sector Investing,2023,,https://pureportal.coventry.ac.uk/en/publications/time-series-predictability-for-sector-investing,,2
Una revisión de la investigación de Global Reporting Initiative (GRI) con in-formes de sostenibilidad: conjunto de datos 1999-2020,2023,"Una revisión de la investigación de Global Reporting Initiative (GRI) con in-formes de sostenibilidad: conjunto de datos 1999-2020Translated title of the contribution: A Review of Global Reporting Initiative (GRI) Research with Sustainability Reporting: 1999-2020 datasetE-Vahdati, S. & Aripin",https://pureportal.coventry.ac.uk/en/publications/una-revisi%C3%B3n-de-la-investigaci%C3%B3n-de-global-reporting-initiative-g,,2
Unveiling the black swan of the finance‐growth Nexus: Assumptions and preliminary evidence of virtuous and unvirtuous cycles,2023,"Unveiling the black swan of the finance‐growth Nexus: Assumptions and preliminary evidence of virtuous and unvirtuous cyclesLauretta, Chaudhry",https://pureportal.coventry.ac.uk/en/publications/unveiling-the-black-swan-of-the-financegrowth-nexus-assumptions-a,,2
VAT Revenue and Economic Growth in the Middle East and North Africa Region: Evidence from Panel Data Analysis,2023,,https://pureportal.coventry.ac.uk/en/publications/vat-revenue-and-economic-growth-in-the-middle-east-and-north-afri,,2
Who Benefits from Public Spending in Different Education Levels across Geopolitical Zones/Regions in Nigeria?,2023,,https://pureportal.coventry.ac.uk/en/publications/who-benefits-from-public-spending-in-different-education-levels-a,,2
‘No Better Fund Without Me!’ Do Narcissistic Start-up Entrepreneurs Succeed in Venture Funding?,2023,,https://pureportal.coventry.ac.uk/en/publications/no-better-fund-without-me-do-narcissistic-start-up-entrepreneurs-,,2
A bibliometric review of the Waqf literature,2022,,https://pureportal.coventry.ac.uk/en/publications/a-bibliometric-review-of-the-waqf-literature,,2
Analyzing the determinants of financial management behavior of administrators in Nigerian state-owned enterprises,2022,"Analyzing the determinants of financial management behavior of administrators in Nigerian state-owned enterprisesKayode, O. S., Sibanda",https://pureportal.coventry.ac.uk/en/publications/analyzing-the-determinants-of-financial-management-behavior-of-ad,,2
A note on COVID-19 instigated maximum drawdown in Islamic markets versus conventional counterparts,2022,,https://pureportal.coventry.ac.uk/en/publications/a-note-on-covid-19-instigated-maximum-drawdown-in-islamic-markets,,2
CEO tenure and cost of debt,2022,,https://pureportal.coventry.ac.uk/en/publications/ceo-tenure-and-cost-of-debt,,2
Cheating Behaviour among OPEC Member-States and Oil Price Fairness and Stability: An Empirical Analysis,2022,,https://pureportal.coventry.ac.uk/en/publications/cheating-behaviour-among-opec-member-states-and-oil-price-fairnes,,2
Clinicians’ informal acquisition of accounting literacy in UK clinical commissioning groups,2022,"Clinicians’ informal acquisition of accounting literacy in UK clinical commissioning groupsEnombu, J. A. & Adhikari",https://pureportal.coventry.ac.uk/en/publications/clinicians-informal-acquisition-of-accounting-literacy-in-uk-clin,,2
Corporate Governance and IFSB Standard-4: Evidence from Islamic Banks in Bangladesh,2022,"Corporate Governance and IFSB Standard-4: Evidence from Islamic Banks in BangladeshRashid, M. H. U., Khanam",https://pureportal.coventry.ac.uk/en/publications/corporate-governance-and-ifsb-standard-4-evidence-from-islamic-ba,,2
Corporate Social Responsibility & Firm Efficiency: Evidence from Endogenous Cost Inefficiency Stochastic Frontier Analysis,2022,"Corporate Social Responsibility & Firm Efficiency: Evidence from Endogenous Cost Inefficiency Stochastic Frontier AnalysisBinh, T. V., Mulatu",https://pureportal.coventry.ac.uk/en/publications/corporate-social-responsibility-amp-firm-efficiency-evidence-from,,2
Corporate social responsibility and financial performance of product and service-based firms listed on London Stock Exchange,2022,"Corporate social responsibility and financial performance of product and service-based firms listed on London Stock ExchangeElmghaamez, I. & Olarewaju",https://pureportal.coventry.ac.uk/en/publications/corporate-social-responsibility-and-financial-performance-of-prod,,2
Corruption and bank efficiency: Expanding the ‘sand or grease the wheel hypothesis’ for the Gulf Cooperation Council,2022,"Corruption and bank efficiency: Expanding the ‘sand or grease the wheel hypothesis’ for the Gulf Cooperation CouncilHassan, M. K., Hasan",https://pureportal.coventry.ac.uk/en/publications/corruption-and-bank-efficiency-expanding-the-sand-or-grease-the-w,,2
Deliniation of metropolitan areas in Poland: A functional approach,2022,,https://pureportal.coventry.ac.uk/en/publications/deliniation-of-metropolitan-areas-in-poland-a-functional-approach,,2
Determinants of Informal Entrepreneurship in Africa,2022,,https://pureportal.coventry.ac.uk/en/publications/determinants-of-informal-entrepreneurship-in-africa,,2
"Diffusion theory, transnational antecedents and International Standards on Auditing adoption around the world",2022,,https://pureportal.coventry.ac.uk/en/publications/diffusion-theory-transnational-antecedents-and-international-stan,,2
Dissecting the effect of family business exposure on entrepreneurial implementation intention,2022,"Dissecting the effect of family business exposure on entrepreneurial implementation intentionOnjewu, A.-K. E., Haddoud",https://pureportal.coventry.ac.uk/en/publications/dissecting-the-effect-of-family-business-exposure-on-entrepreneur,,2
Does Family ownership matter in dividend payout decision? Evidence from a family-firm dominated country,2022,"Does Family ownership matter in dividend payout decision? Evidence from a family-firm dominated countryMiah, M. S. & Bhuiyan, M. R. U.",https://pureportal.coventry.ac.uk/en/publications/does-family-ownership-matter-in-dividend-payout-decision-evidence,,2
Does state ownership affect R&D investments? Evidence from China,2022,,https://pureportal.coventry.ac.uk/en/publications/does-state-ownership-affect-rampd-investments-evidence-from-china,,2
Do Female Board Members Influence Corporate Social Responsibility Performance?,2022,,https://pureportal.coventry.ac.uk/en/publications/do-female-board-members-influence-corporate-social-responsibility,,2
Do Integrated Financial and Extra-Financial Narrative Disclosures in the Management Commentary Affect Firm Valuation? International Evidence,2022,,https://pureportal.coventry.ac.uk/en/publications/do-integrated-financial-and-extra-financial-narrative-disclosures,,2
Do non-communicable diseases influence sustainable development in Sub-Saharan Africa? A panel autoregressive distributive lag model approach,2022,,https://pureportal.coventry.ac.uk/en/publications/do-non-communicable-diseases-influence-sustainable-development-in,,2
Editorial: New developments in corporate governance research,2022,Editorial: New developments in corporate governance researchAlsaid,https://pureportal.coventry.ac.uk/en/publications/editorial-new-developments-in-corporate-governance-research,,2
Evolution of research in finance over the last two decades: A topographical view,2022,,https://pureportal.coventry.ac.uk/en/publications/evolution-of-research-in-finance-over-the-last-two-decades-a-topo,,2
Financial contagion effects of major crises in African stock markets,2022,,https://pureportal.coventry.ac.uk/en/publications/financial-contagion-effects-of-major-crises-in-african-stock-mark,,2
"FinTech, financial inclusion and income inequality: A quantile regression approach",2022,,https://pureportal.coventry.ac.uk/en/publications/fintech-financial-inclusion-and-income-inequality-a-quantile-regr,,2
Foreign Ownership and Productivity in Chinese Newly Listed Firms: The Moderating Roles of Founder’s Human Capital and Social Ties,2022,,https://pureportal.coventry.ac.uk/en/publications/foreign-ownership-and-productivity-in-chinese-newly-listed-firms-,,2
Future of education and research: a preliminary thematic analysis,2022,Future of education and research: a preliminary thematic analysis Huston,https://pureportal.coventry.ac.uk/en/publications/future-of-education-and-research-a-preliminary-thematic-analysis,,2
Gender Diversity and Financial Statement Fraud,2022,Gender Diversity and Financial Statement FraudWang,https://pureportal.coventry.ac.uk/en/publications/gender-diversity-and-financial-statement-fraud,,3
Global momentum: The optimal trading approach,2022,,https://pureportal.coventry.ac.uk/en/publications/global-momentum-the-optimal-trading-approach,,3
Harnessing the synergies of independent central banks and human capital for enhanced financial sector development in Africa,2022,"Harnessing the synergies of independent central banks and human capital for enhanced financial sector development in AfricaAgoba, A. M., Anarfo",https://pureportal.coventry.ac.uk/en/publications/harnessing-the-synergies-of-independent-central-banks-and-human-c,,3
IFRS 8 and the cost of capital in Europe,2022,"IFRS 8 and the cost of capital in EuropeSaleh, Aboud",https://pureportal.coventry.ac.uk/en/publications/ifrs-8-and-the-cost-of-capital-in-europe,,3
Informal Acquisition Of Accounting Literacy And The Use Of Accounting Information By Clinicians At The Board Of Clinical Commissioning Group,2022,"Informal Acquisition Of Accounting Literacy And The Use Of Accounting Information By Clinicians At The Board Of Clinical Commissioning GroupEnombu, J. A.",https://pureportal.coventry.ac.uk/en/publications/informal-acquisition-of-accounting-literacy-and-the-use-of-accoun,,3
